# author : Oliver Czoske
# source : E-SPE-NOVA-MET-1049_3-0 (METIS transmission budget)
# date_created : 2020-02-28
# date_modified : 2020-04-13
# status : version 3.0
# type : mirror:reflection
# wavelength_unit : um
# description : Gold
# comment : extracted from excel sheet "CFO only"
#
wavelength	reflection
 6.03	0.9900064
 6.04	0.9900060
 6.05	0.9900057
 6.06	0.9900054
 6.07	0.9900052
 6.08	0.9900050
 6.09	0.9900048
 6.10	0.9900048
 6.11	0.9900047
 6.12	0.9900047
 6.13	0.9900048
 6.14	0.9900049
 6.15	0.9900051
 6.16	0.9900053
 6.17	0.9900056
 6.18	0.9900059
 6.19	0.9900062
 6.20	0.9900066
 6.21	0.9900071
 6.22	0.9900076
 6.23	0.9900081
 6.24	0.9900087
 6.25	0.9900093
 6.26	0.9900100
 6.27	0.9900107
 6.28	0.9900115
 6.29	0.9900123
 6.30	0.9900132
 6.31	0.9900140
 6.32	0.9900150
 6.33	0.9900160
 6.34	0.9900170
 6.35	0.9900180
 6.36	0.9900191
 6.37	0.9900202
 6.38	0.9900214
 6.39	0.9900226
 6.40	0.9900239
 6.41	0.9900252
 6.42	0.9900265
 6.43	0.9900279
 6.44	0.9900293
 6.45	0.9900307
 6.46	0.9900322
 6.47	0.9900337
 6.48	0.9900352
 6.49	0.9900368
 6.50	0.9900384
 6.51	0.9900401
 6.52	0.9900418
 6.53	0.9900435
 6.54	0.9900453
 6.55	0.9900464
 6.56	0.9900462
 6.57	0.9900460
 6.58	0.9900459
 6.59	0.9900457
 6.60	0.9900457
 6.61	0.9900457
 6.62	0.9900457
 6.63	0.9900458
 6.64	0.9900459
 6.65	0.9900460
 6.66	0.9900462
 6.67	0.9900465
 6.68	0.9900467
 6.69	0.9900470
 6.70	0.9900474
 6.71	0.9900478
 6.72	0.9900482
 6.73	0.9900487
 6.74	0.9900492
 6.75	0.9900497
 6.76	0.9900503
 6.77	0.9900509
 6.78	0.9900516
 6.79	0.9900523
 6.80	0.9900530
 6.81	0.9900538
 6.82	0.9900546
