# author : Ric Davies
# description : SCAO dichroic transmission, including CaF2 substrate and coating
# source: theoretical  coating transmission plus expected CaF2 transmission, from Yann Clenet (2023-06-08)
# date_created : 2020-11-11
# date_modified : 2023-06-13
# status : FDR design and iteration with manufacturer
# wavelength unit : nm
# changes :
# - 2018-11-19 (KL) updated meta data to new format
# - 2022-03-16 (KL) updated values from Ric
# - 2023-06-13 (RD) new values based on design & modelling
#
wavelength	transmission	reflection	emissivity
1291	0.9521	0.0188	0.0291
1292	0.9520	0.0188	0.0291
1293	0.9520	0.0189	0.0291
1294	0.9520	0.0189	0.0291
1295	0.9520	0.0189	0.0291
1296	0.9520	0.0189	0.0291
1297	0.9520	0.0188	0.0291
1298	0.9521	0.0188	0.0291
1299	0.9521	0.0187	0.0291
1300	0.9522	0.0186	0.0291
1301	0.9523	0.0185	0.0292
1302	0.9524	0.0184	0.0292
1303	0.9526	0.0183	0.0292
1304	0.9527	0.0181	0.0292
1305	0.9529	0.0180	0.0292
1306	0.9530	0.0178	0.0292
1307	0.9532	0.0176	0.0292
1308	0.9534	0.0174	0.0292
1309	0.9536	0.0172	0.0292
1310	0.9538	0.0170	0.0292
1311	0.9540	0.0168	0.0292
1312	0.9542	0.0166	0.0292
1313	0.9545	0.0163	0.0292
1314	0.9547	0.0161	0.0292
1315	0.9549	0.0159	0.0292
1316	0.9551	0.0157	0.0292
1317	0.9553	0.0155	0.0292
1318	0.9555	0.0152	0.0292
1319	0.9557	0.0150	0.0293
1320	0.9559	0.0149	0.0293
1321	0.9561	0.0147	0.0293
1322	0.9562	0.0145	0.0293
1323	0.9564	0.0143	0.0293
1324	0.9565	0.0142	0.0293
1325	0.9567	0.0141	0.0293
1326	0.9568	0.0139	0.0293
1327	0.9569	0.0138	0.0293
1328	0.9570	0.0138	0.0293
1329	0.9570	0.0137	0.0293
1330	0.9571	0.0136	0.0293
1331	0.9571	0.0136	0.0293
1332	0.9571	0.0136	0.0293
1333	0.9571	0.0136	0.0293
1334	0.9571	0.0136	0.0293
1335	0.9571	0.0136	0.0293
1336	0.9571	0.0136	0.0293
1337	0.9571	0.0137	0.0293
1338	0.9570	0.0137	0.0293
1339	0.9569	0.0138	0.0293
1340	0.9569	0.0138	0.0293
1341	0.9568	0.0139	0.0293
1342	0.9567	0.0140	0.0293
1343	0.9566	0.0141	0.0293
1344	0.9565	0.0142	0.0293
1345	0.9564	0.0143	0.0293
1346	0.9563	0.0144	0.0293
1347	0.9562	0.0145	0.0293
1348	0.9561	0.0146	0.0293
1349	0.9560	0.0147	0.0293
1350	0.9559	0.0148	0.0293
1351	0.9558	0.0149	0.0293
1352	0.9558	0.0150	0.0293
1353	0.9557	0.0151	0.0293
1354	0.9556	0.0151	0.0293
1355	0.9556	0.0152	0.0292
1356	0.9555	0.0152	0.0292
1357	0.9555	0.0153	0.0292
1358	0.9555	0.0153	0.0292
1359	0.9554	0.0153	0.0292
1360	0.9554	0.0153	0.0292
1361	0.9554	0.0153	0.0292
1362	0.9555	0.0153	0.0292
1363	0.9555	0.0152	0.0292
1364	0.9556	0.0152	0.0292
1365	0.9556	0.0151	0.0293
1366	0.9557	0.0151	0.0293
1367	0.9558	0.0150	0.0293
1368	0.9559	0.0149	0.0293
1369	0.9560	0.0148	0.0293
1370	0.9561	0.0147	0.0293
1371	0.9562	0.0145	0.0293
1372	0.9563	0.0144	0.0293
1373	0.9564	0.0143	0.0293
1374	0.9566	0.0141	0.0293
1375	0.9567	0.0140	0.0293
1376	0.9569	0.0138	0.0293
1377	0.9570	0.0137	0.0293
1378	0.9572	0.0135	0.0293
1379	0.9573	0.0134	0.0293
1380	0.9575	0.0132	0.0293
1381	0.9576	0.0131	0.0293
1382	0.9578	0.0129	0.0293
1383	0.9579	0.0128	0.0293
1384	0.9580	0.0127	0.0293
1385	0.9581	0.0125	0.0293
1386	0.9583	0.0124	0.0293
1387	0.9584	0.0123	0.0293
1388	0.9585	0.0122	0.0293
1389	0.9585	0.0121	0.0293
1390	0.9586	0.0120	0.0293
1391	0.9587	0.0120	0.0293
1392	0.9587	0.0119	0.0293
1393	0.9588	0.0119	0.0293
1394	0.9588	0.0119	0.0293
1395	0.9588	0.0119	0.0293
1396	0.9588	0.0119	0.0293
1397	0.9587	0.0119	0.0293
1398	0.9587	0.0120	0.0293
1399	0.9586	0.0120	0.0293
1400	0.9586	0.0121	0.0293
1401	0.9585	0.0122	0.0293
1402	0.9584	0.0123	0.0293
1403	0.9583	0.0124	0.0293
1404	0.9582	0.0125	0.0293
1405	0.9580	0.0127	0.0293
1406	0.9579	0.0128	0.0293
1407	0.9577	0.0130	0.0293
1408	0.9575	0.0131	0.0293
1409	0.9574	0.0133	0.0293
1410	0.9572	0.0135	0.0293
1411	0.9570	0.0137	0.0293
1412	0.9568	0.0139	0.0293
1413	0.9566	0.0142	0.0293
1414	0.9564	0.0144	0.0293
1415	0.9561	0.0146	0.0293
1416	0.9559	0.0148	0.0293
1417	0.9557	0.0151	0.0293
1418	0.9555	0.0153	0.0292
1419	0.9552	0.0155	0.0292
1420	0.9550	0.0157	0.0292
1421	0.9548	0.0160	0.0292
1422	0.9546	0.0162	0.0292
1423	0.9544	0.0164	0.0292
1424	0.9542	0.0166	0.0292
1425	0.9540	0.0168	0.0292
1426	0.9538	0.0170	0.0292
1427	0.9536	0.0172	0.0292
1428	0.9534	0.0174	0.0292
1429	0.9532	0.0176	0.0292
1430	0.9531	0.0177	0.0292
1431	0.9529	0.0179	0.0292
1432	0.9528	0.0180	0.0292
1433	0.9527	0.0182	0.0292
1434	0.9525	0.0183	0.0292
1435	0.9524	0.0184	0.0292
1436	0.9523	0.0185	0.0292
1437	0.9522	0.0186	0.0291
1438	0.9521	0.0187	0.0291
1439	0.9521	0.0188	0.0291
1440	0.9520	0.0189	0.0291
1441	0.9519	0.0189	0.0291
1442	0.9519	0.0190	0.0291
1443	0.9518	0.0190	0.0291
1444	0.9518	0.0191	0.0291
1445	0.9518	0.0191	0.0291
1446	0.9518	0.0191	0.0291
1447	0.9517	0.0191	0.0291
1448	0.9517	0.0191	0.0291
1449	0.9517	0.0191	0.0291
1450	0.9517	0.0191	0.0291
1451	0.9517	0.0191	0.0291
1452	0.9517	0.0191	0.0291
1453	0.9517	0.0191	0.0291
1454	0.9517	0.0191	0.0291
1455	0.9517	0.0191	0.0291
1456	0.9517	0.0191	0.0291
1457	0.9517	0.0191	0.0291
1458	0.9517	0.0191	0.0291
1459	0.9517	0.0191	0.0291
1460	0.9517	0.0191	0.0291
1461	0.9517	0.0191	0.0291
1462	0.9517	0.0192	0.0291
1463	0.9517	0.0192	0.0291
1464	0.9517	0.0192	0.0291
1465	0.9516	0.0193	0.0291
1466	0.9516	0.0193	0.0291
1467	0.9515	0.0193	0.0291
1468	0.9515	0.0194	0.0291
1469	0.9514	0.0195	0.0291
1470	0.9513	0.0195	0.0291
1471	0.9513	0.0196	0.0291
1472	0.9512	0.0197	0.0291
1473	0.9511	0.0198	0.0291
1474	0.9510	0.0199	0.0291
1475	0.9509	0.0200	0.0291
1476	0.9508	0.0201	0.0291
1477	0.9506	0.0203	0.0291
1478	0.9505	0.0204	0.0291
1479	0.9504	0.0206	0.0291
1480	0.9502	0.0207	0.0291
1481	0.9501	0.0209	0.0291
1482	0.9499	0.0210	0.0291
1483	0.9498	0.0212	0.0291
1484	0.9496	0.0213	0.0291
1485	0.9494	0.0215	0.0291
1486	0.9493	0.0217	0.0291
1487	0.9491	0.0219	0.0291
1488	0.9489	0.0220	0.0290
1489	0.9488	0.0222	0.0290
1490	0.9486	0.0224	0.0290
1491	0.9484	0.0226	0.0290
1492	0.9482	0.0227	0.0290
1493	0.9481	0.0229	0.0290
1494	0.9479	0.0231	0.0290
1495	0.9478	0.0232	0.0290
1496	0.9476	0.0234	0.0290
1497	0.9475	0.0235	0.0290
1498	0.9473	0.0237	0.0290
1499	0.9472	0.0238	0.0290
1500	0.9471	0.0239	0.0290
1501	0.9470	0.0241	0.0290
1502	0.9469	0.0242	0.0290
1503	0.9468	0.0243	0.0290
1504	0.9467	0.0244	0.0290
1505	0.9466	0.0244	0.0290
1506	0.9465	0.0245	0.0290
1507	0.9465	0.0246	0.0290
1508	0.9464	0.0246	0.0290
1509	0.9464	0.0246	0.0290
1510	0.9464	0.0247	0.0290
1511	0.9464	0.0247	0.0290
1512	0.9464	0.0247	0.0290
1513	0.9464	0.0246	0.0290
1514	0.9464	0.0246	0.0290
1515	0.9465	0.0246	0.0290
1516	0.9465	0.0245	0.0290
1517	0.9466	0.0245	0.0290
1518	0.9466	0.0244	0.0290
1519	0.9467	0.0243	0.0290
1520	0.9468	0.0242	0.0290
1521	0.9469	0.0241	0.0290
1522	0.9470	0.0240	0.0290
1523	0.9472	0.0238	0.0290
1524	0.9473	0.0237	0.0290
1525	0.9475	0.0235	0.0290
1526	0.9476	0.0234	0.0290
1527	0.9478	0.0232	0.0290
1528	0.9479	0.0231	0.0290
1529	0.9481	0.0229	0.0290
1530	0.9483	0.0227	0.0290
1531	0.9485	0.0225	0.0290
1532	0.9486	0.0223	0.0290
1533	0.9488	0.0221	0.0290
1534	0.9490	0.0219	0.0290
1535	0.9492	0.0217	0.0291
1536	0.9494	0.0215	0.0291
1537	0.9496	0.0214	0.0291
1538	0.9498	0.0212	0.0291
1539	0.9500	0.0210	0.0291
1540	0.9501	0.0208	0.0291
1541	0.9503	0.0206	0.0291
1542	0.9505	0.0204	0.0291
1543	0.9507	0.0202	0.0291
1544	0.9508	0.0200	0.0291
1545	0.9510	0.0199	0.0291
1546	0.9512	0.0197	0.0291
1547	0.9513	0.0196	0.0291
1548	0.9515	0.0194	0.0291
1549	0.9516	0.0193	0.0291
1550	0.9517	0.0192	0.0291
1551	0.9518	0.0190	0.0291
1552	0.9519	0.0189	0.0291
1553	0.9520	0.0188	0.0291
1554	0.9521	0.0187	0.0291
1555	0.9522	0.0187	0.0291
1556	0.9523	0.0186	0.0291
1557	0.9523	0.0185	0.0292
1558	0.9524	0.0185	0.0292
1559	0.9524	0.0185	0.0292
1560	0.9524	0.0184	0.0292
1561	0.9524	0.0184	0.0292
1562	0.9524	0.0184	0.0292
1563	0.9524	0.0184	0.0292
1564	0.9524	0.0184	0.0292
1565	0.9524	0.0185	0.0292
1566	0.9523	0.0185	0.0292
1567	0.9523	0.0185	0.0292
1568	0.9523	0.0186	0.0291
1569	0.9522	0.0187	0.0291
1570	0.9521	0.0187	0.0291
1571	0.9520	0.0188	0.0291
1572	0.9520	0.0189	0.0291
1573	0.9519	0.0190	0.0291
1574	0.9518	0.0191	0.0291
1575	0.9517	0.0192	0.0291
1576	0.9516	0.0193	0.0291
1577	0.9515	0.0194	0.0291
1578	0.9514	0.0195	0.0291
1579	0.9513	0.0196	0.0291
1580	0.9512	0.0197	0.0291
1581	0.9510	0.0198	0.0291
1582	0.9509	0.0200	0.0291
1583	0.9508	0.0201	0.0291
1584	0.9507	0.0202	0.0291
1585	0.9506	0.0203	0.0291
1586	0.9505	0.0204	0.0291
1587	0.9504	0.0205	0.0291
1588	0.9503	0.0206	0.0291
1589	0.9502	0.0207	0.0291
1590	0.9501	0.0208	0.0291
1591	0.9500	0.0209	0.0291
1592	0.9499	0.0210	0.0291
1593	0.9498	0.0211	0.0291
1594	0.9498	0.0211	0.0291
1595	0.9497	0.0212	0.0291
1596	0.9497	0.0213	0.0291
1597	0.9496	0.0213	0.0291
1598	0.9496	0.0213	0.0291
1599	0.9496	0.0214	0.0291
1600	0.9495	0.0214	0.0291
1601	0.9495	0.0214	0.0291
1602	0.9495	0.0214	0.0291
1603	0.9495	0.0214	0.0291
1604	0.9495	0.0214	0.0291
1605	0.9496	0.0214	0.0291
1606	0.9496	0.0213	0.0291
1607	0.9496	0.0213	0.0291
1608	0.9497	0.0212	0.0291
1609	0.9498	0.0212	0.0291
1610	0.9498	0.0211	0.0291
1611	0.9499	0.0210	0.0291
1612	0.9500	0.0209	0.0291
1613	0.9501	0.0208	0.0291
1614	0.9502	0.0207	0.0291
1615	0.9503	0.0206	0.0291
1616	0.9504	0.0205	0.0291
1617	0.9506	0.0203	0.0291
1618	0.9507	0.0202	0.0291
1619	0.9508	0.0200	0.0291
1620	0.9510	0.0199	0.0291
1621	0.9511	0.0197	0.0291
1622	0.9513	0.0196	0.0291
1623	0.9515	0.0194	0.0291
1624	0.9516	0.0192	0.0291
1625	0.9518	0.0191	0.0291
1626	0.9520	0.0189	0.0291
1627	0.9521	0.0187	0.0291
1628	0.9523	0.0185	0.0292
1629	0.9525	0.0184	0.0292
1630	0.9527	0.0182	0.0292
1631	0.9528	0.0180	0.0292
1632	0.9530	0.0178	0.0292
1633	0.9532	0.0176	0.0292
1634	0.9533	0.0175	0.0292
1635	0.9535	0.0173	0.0292
1636	0.9537	0.0171	0.0292
1637	0.9538	0.0170	0.0292
1638	0.9540	0.0168	0.0292
1639	0.9542	0.0166	0.0292
1640	0.9543	0.0165	0.0292
1641	0.9544	0.0163	0.0292
1642	0.9546	0.0162	0.0292
1643	0.9547	0.0161	0.0292
1644	0.9548	0.0159	0.0292
1645	0.9549	0.0158	0.0292
1646	0.9551	0.0157	0.0292
1647	0.9552	0.0156	0.0292
1648	0.9552	0.0155	0.0292
1649	0.9553	0.0154	0.0292
1650	0.9554	0.0154	0.0292
1651	0.9555	0.0153	0.0292
1652	0.9555	0.0152	0.0292
1653	0.9556	0.0152	0.0293
1654	0.9556	0.0151	0.0293
1655	0.9556	0.0151	0.0293
1656	0.9557	0.0151	0.0293
1657	0.9557	0.0151	0.0293
1658	0.9557	0.0151	0.0293
1659	0.9557	0.0151	0.0293
1660	0.9556	0.0151	0.0293
1661	0.9556	0.0151	0.0293
1662	0.9556	0.0152	0.0293
1663	0.9555	0.0152	0.0292
1664	0.9555	0.0153	0.0292
1665	0.9554	0.0153	0.0292
1666	0.9554	0.0154	0.0292
1667	0.9553	0.0155	0.0292
1668	0.9552	0.0156	0.0292
1669	0.9551	0.0157	0.0292
1670	0.9550	0.0158	0.0292
1671	0.9549	0.0159	0.0292
1672	0.9548	0.0160	0.0292
1673	0.9547	0.0161	0.0292
1674	0.9546	0.0162	0.0292
1675	0.9544	0.0163	0.0292
1676	0.9543	0.0165	0.0292
1677	0.9542	0.0166	0.0292
1678	0.9540	0.0168	0.0292
1679	0.9539	0.0169	0.0292
1680	0.9538	0.0170	0.0292
1681	0.9536	0.0172	0.0292
1682	0.9535	0.0173	0.0292
1683	0.9533	0.0175	0.0292
1684	0.9532	0.0176	0.0292
1685	0.9531	0.0178	0.0292
1686	0.9529	0.0179	0.0292
1687	0.9528	0.0181	0.0292
1688	0.9526	0.0182	0.0292
1689	0.9525	0.0183	0.0292
1690	0.9524	0.0185	0.0292
1691	0.9522	0.0186	0.0291
1692	0.9521	0.0187	0.0291
1693	0.9520	0.0189	0.0291
1694	0.9519	0.0190	0.0291
1695	0.9518	0.0191	0.0291
1696	0.9517	0.0192	0.0291
1697	0.9516	0.0193	0.0291
1698	0.9515	0.0194	0.0291
1699	0.9514	0.0195	0.0291
1700	0.9513	0.0196	0.0291
1701	0.9512	0.0197	0.0291
1702	0.9511	0.0198	0.0291
1703	0.9511	0.0198	0.0291
1704	0.9510	0.0199	0.0291
1705	0.9510	0.0199	0.0291
1706	0.9509	0.0200	0.0291
1707	0.9509	0.0200	0.0291
1708	0.9508	0.0200	0.0291
1709	0.9508	0.0201	0.0291
1710	0.9508	0.0201	0.0291
1711	0.9508	0.0201	0.0291
1712	0.9508	0.0201	0.0291
1713	0.9508	0.0201	0.0291
1714	0.9508	0.0201	0.0291
1715	0.9508	0.0201	0.0291
1716	0.9509	0.0200	0.0291
1717	0.9509	0.0200	0.0291
1718	0.9509	0.0200	0.0291
1719	0.9510	0.0199	0.0291
1720	0.9510	0.0199	0.0291
1721	0.9511	0.0198	0.0291
1722	0.9512	0.0197	0.0291
1723	0.9512	0.0197	0.0291
1724	0.9513	0.0196	0.0291
1725	0.9514	0.0195	0.0291
1726	0.9515	0.0194	0.0291
1727	0.9516	0.0193	0.0291
1728	0.9516	0.0192	0.0291
1729	0.9517	0.0191	0.0291
1730	0.9518	0.0190	0.0291
1731	0.9519	0.0189	0.0291
1732	0.9520	0.0188	0.0291
1733	0.9521	0.0187	0.0291
1734	0.9522	0.0186	0.0291
1735	0.9524	0.0185	0.0292
1736	0.9525	0.0184	0.0292
1737	0.9526	0.0183	0.0292
1738	0.9527	0.0182	0.0292
1739	0.9528	0.0181	0.0292
1740	0.9529	0.0179	0.0292
1741	0.9530	0.0178	0.0292
1742	0.9531	0.0177	0.0292
1743	0.9532	0.0176	0.0292
1744	0.9533	0.0175	0.0292
1745	0.9534	0.0174	0.0292
1746	0.9535	0.0173	0.0292
1747	0.9536	0.0172	0.0292
1748	0.9537	0.0171	0.0292
1749	0.9537	0.0171	0.0292
1750	0.9538	0.0170	0.0292
1751	0.9539	0.0169	0.0292
1752	0.9540	0.0168	0.0292
1753	0.9540	0.0168	0.0292
1754	0.9541	0.0167	0.0292
1755	0.9541	0.0167	0.0292
1756	0.9542	0.0166	0.0292
1757	0.9542	0.0166	0.0292
1758	0.9543	0.0165	0.0292
1759	0.9543	0.0165	0.0292
1760	0.9543	0.0165	0.0292
1761	0.9543	0.0165	0.0292
1762	0.9543	0.0165	0.0292
1763	0.9543	0.0165	0.0292
1764	0.9543	0.0165	0.0292
1765	0.9543	0.0165	0.0292
1766	0.9543	0.0165	0.0292
1767	0.9543	0.0165	0.0292
1768	0.9542	0.0166	0.0292
1769	0.9542	0.0166	0.0292
1770	0.9542	0.0166	0.0292
1771	0.9541	0.0167	0.0292
1772	0.9540	0.0168	0.0292
1773	0.9540	0.0168	0.0292
1774	0.9539	0.0169	0.0292
1775	0.9538	0.0170	0.0292
1776	0.9538	0.0171	0.0292
1777	0.9537	0.0171	0.0292
1778	0.9536	0.0172	0.0292
1779	0.9535	0.0173	0.0292
1780	0.9534	0.0174	0.0292
1781	0.9533	0.0176	0.0292
1782	0.9532	0.0177	0.0292
1783	0.9530	0.0178	0.0292
1784	0.9529	0.0179	0.0292
1785	0.9528	0.0180	0.0292
1786	0.9527	0.0182	0.0292
1787	0.9526	0.0183	0.0292
1788	0.9524	0.0184	0.0292
1789	0.9523	0.0186	0.0291
1790	0.9522	0.0187	0.0291
1791	0.9520	0.0188	0.0291
1792	0.9519	0.0190	0.0291
1793	0.9517	0.0191	0.0291
1794	0.9516	0.0193	0.0291
1795	0.9515	0.0194	0.0291
1796	0.9513	0.0195	0.0291
1797	0.9512	0.0197	0.0291
1798	0.9511	0.0198	0.0291
1799	0.9509	0.0200	0.0291
1800	0.9508	0.0201	0.0291
1801	0.9507	0.0202	0.0291
1802	0.9505	0.0204	0.0291
1803	0.9504	0.0205	0.0291
1804	0.9503	0.0206	0.0291
1805	0.9502	0.0207	0.0291
1806	0.9501	0.0209	0.0291
1807	0.9499	0.0210	0.0291
1808	0.9498	0.0211	0.0291
1809	0.9497	0.0212	0.0291
1810	0.9496	0.0213	0.0291
1811	0.9495	0.0214	0.0291
1812	0.9494	0.0215	0.0291
1813	0.9493	0.0216	0.0291
1814	0.9493	0.0217	0.0291
1815	0.9492	0.0218	0.0291
1816	0.9491	0.0218	0.0291
1817	0.9491	0.0219	0.0291
1818	0.9490	0.0220	0.0290
1819	0.9489	0.0220	0.0290
1820	0.9489	0.0221	0.0290
1821	0.9489	0.0221	0.0290
1822	0.9488	0.0221	0.0290
1823	0.9488	0.0222	0.0290
1824	0.9488	0.0222	0.0290
1825	0.9488	0.0222	0.0290
1826	0.9488	0.0222	0.0290
1827	0.9487	0.0222	0.0290
1828	0.9488	0.0222	0.0290
1829	0.9488	0.0222	0.0290
1830	0.9488	0.0222	0.0290
1831	0.9488	0.0222	0.0290
1832	0.9488	0.0221	0.0290
1833	0.9489	0.0221	0.0290
1834	0.9489	0.0221	0.0290
1835	0.9489	0.0220	0.0290
1836	0.9490	0.0220	0.0290
1837	0.9491	0.0219	0.0291
1838	0.9491	0.0218	0.0291
1839	0.9492	0.0218	0.0291
1840	0.9492	0.0217	0.0291
1841	0.9493	0.0216	0.0291
1842	0.9494	0.0215	0.0291
1843	0.9495	0.0214	0.0291
1844	0.9496	0.0214	0.0291
1845	0.9497	0.0213	0.0291
1846	0.9498	0.0212	0.0291
1847	0.9499	0.0211	0.0291
1848	0.9500	0.0210	0.0291
1849	0.9501	0.0208	0.0291
1850	0.9502	0.0207	0.0291
